,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch In Traffic,Catching,Change of Dir,College,Deep RR,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Blocking,Man Coverage,Medium RR,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short RR,Signing Bonus,Spec Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Acc Deep,Throw Acc Mid,Throw Acc Short,Throw On The Run,Throw Power,Throw Under Pressure,Total Salary,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
1715,73,34,63,84,10,77,12,10,40,15,30,10,Southern Miss,3,66,Right,75,68,87,87,91,10,65,13,10,10,37,18,7,72,45,45,45,6,84,DT,79,10,77,15,45,45,45,15," $ 900,000.00 ",15,60,10,72,10,80,76,Seahawks,6,6,6,6,21,14," $ 1,200,000.00 ",75,19,288,8,29,1984-08-30,Southern Mississippi,Tom Johnson,6-3,2506779,Tom Johnson,Tom Johnson,DT,Tom Johnson,Tom Johnson,Tom Johnson,288
1716,86,24,77,55,47,67,12,32,42,20,32,42,Vanderbilt,4,74,Right,77,79,78,88,91,41,80,20,20,10,18,50,8,69,44,45,45,6,55,RE,62,40,76,35,44,45,45,15, $ -   ,25,82,33,86,42,78,77,Vikings,6,6,6,6,20,10," $ 1,350,000.00 ",83,35,265,2,57,1994-03-19,Vanderbilt,Stephen Weatherly,77,2555529,Stephen Weatherly,Stephen Weatherly,DE,Stephen Weatherly,Stephen Weatherly,Stephen Weatherly,265
1717,86,27,85,68,52,67,12,50,68,35,60,65,Wagner College,5,61,Right,73,77,74,87,51,66,97,14,15,10,14,49,5,69,45,45,45,6,68,ROLB,51,55,78,25,45,45,45,15," $ 350,000.00 ",25,86,60,78,40,78,79,Bills,6,6,6,6,35,16," $ 2,650,000.00 ",69,35,230,6,59,1990-09-02,Wagner,Julian Stanford,73,2535867,Julian Stanford,Julian Stanford,ILB,Julian Stanford,Julian Stanford,Julian Stanford,230
1718,81,27,64,78,52,21,67,43,69,15,35,44,Alabama,12,10,Right,75,12,11,94,10,55,70,12,15,10,10,13,14,71,14,14,14,77,31,QB,10,10,19,15,11,11,11,15," $ 4,000,000.00 ",15,74,49,92,31,52,20,Bills,74,80,85,79,87,75," $ 6,000,000.00 ",89,33,220,4,12,1990-09-13,Alabama,AJ McCarron,75,2543497,AJ McCarron,AJ McCarron,QB,AJ McCarron,A.J. McCarron,A.J. McCarron,220
1719,85,27,75,64,23,71,12,11,42,17,44,22,Southern Utah,5,65,Right,75,80,71,87,47,22,81,19,20,9,11,65,7,71,45,44,45,6,64,LOLB,75,22,78,17,45,45,44,14, $ -   ,17,80,21,80,27,81,76,Raiders,6,6,6,6,22,14," $ 630,000.00 ",80,33,244,2,75,1990-09-13,Alabama,AJ McCarron,75,2543497,AJ McCarron,James Cowser,QB,AJ McCarron,A.J. McCarron,James Cowser,220
1720,88,27,83,71,65,56,21,51,65,30,58,66,Arizona,10,51,Right,71,66,55,92,22,72,89,19,17,70,18,59,10,70,35,35,35,29,71,FS,63,75,74,25,35,35,35,15, $ -   ,35,87,65,88,49,72,68,Chiefs,41,45,49,33,52,10," $ 790,000.00 ",75,56,202,6,65,1990-09-13,Alabama,AJ McCarron,75,2543497,AJ McCarron,Robert Golden,QB,AJ McCarron,A.J. McCarron,Robert Golden,220
1721,92,25,92,72,83,32,22,79,79,67,65,78,Texas Tech,53,30,Right,68,20,21,90,33,83,86,15,23,75,24,19,61,74,38,22,26,18,15,HB,20,20,36,65,34,23,24,68," $ 260,000.00 ",60,91,70,89,66,71,32,Raiders,19,28,29,20,30,13," $ 2,600,000.00 ",90,73,204,2,29,1993-02-22,Texas Tech,DeAndre Washington,68,2555464,DeAndre Washington,DeAndre Washington,RB,DeAndre Washington,DeAndre Washington,DeAndre Washington,210
1722,92,25,89,68,79,11,20,70,79,62,62,68,Purdue,44,10,Right,70,20,20,87,31,87,93,25,25,83,25,15,52,71,57,34,39,15,20,HB,10,20,40,51,27,15,17,59, $ -   ,54,92,79,90,57,68,31,Chiefs,15,20,25,15,30,11," $ 705,000.00 ",76,46,200,3,20,1993-02-22,Texas Tech,DeAndre Washington,68,2555464,DeAndre Washington,Akeem Hunt,RB,DeAndre Washington,DeAndre Washington,Akeem Hunt,210
1723,93,24,93,51,67,49,10,50,59,64,66,60,Utah,11,37,Right,75,68,47,90,29,71,83,17,22,40,17,76,16,69,35,35,35,6,51,CB,28,77,68,20,35,35,35,26," $ 230,000.00 ",69,91,65,87,39,70,50,Steelers,6,6,6,6,38,11," $ 2,586,000.00 ",75,27,215,1,70,1993-10-21,Virginia,Taquan Mizzell,70,2558975,Taquan Mizzell,Brian Allen,WR,Taquan Mizzell,Taquan Mizzell,Brian Allen,192
1724,93,24,87,51,75,26,25,82,68,59,72,84,Virginia,38,10,Right,70,23,38,88,33,89,82,26,25,68,40,12,46,69,40,22,26,15,20,HB,10,15,34,44,38,27,25,53, $ -   ,55,87,82,90,58,53,28,Bears,20,30,35,15,35,11," $ 1,665,000.00 ",75,55,197,1,12,1993-10-21,Virginia,Taquan Mizzell,70,2558975,Taquan Mizzell,Taquan Mizzell,WR,Taquan Mizzell,Taquan Mizzell,Taquan Mizzell,192
1725,87,24,89,63,64,52,15,55,60,45,63,65,Missouri W State,11,41,Right,73,53,45,87,41,74,87,17,18,56,15,71,16,67,33,34,33,6,63,CB,35,68,71,27,34,34,33,26, $ -   ,52,85,69,90,29,68,57,Browns,6,6,6,6,27,13," $ 630,000.00 ",73,28,202,2,76,1993-10-21,Virginia,Taquan Mizzell,70,2558975,Taquan Mizzell,Michael Jordan,WR,Taquan Mizzell,Taquan Mizzell,Michael Jordan,192
1726,68,29,74,65,22,17,32,26,60,43,65,35,California,15,14,Right,75,22,22,97,9,55,75,88,95,10,16,11,15,81,19,19,19,20,28,P,12,10,39,15,25,17,17,15, $ -   ,35,71,35,85,10,55,34,Buccaneers,25,30,30,20,50,15," $ 15,500,000.00 ",82,25,205,6,25,1988-10-06,California,Bryan Anger,75,2533000,Bryan Anger,Bryan Anger,P,Bryan Anger,Bryan Anger,Bryan Anger,205
1727,80,30,75,68,41,66,12,10,60,33,53,25,Fresno State,5,65,Right,76,74,77,95,53,33,80,19,15,10,17,55,5,67,45,45,45,6,68,LOLB,74,44,77,33,45,45,45,15, $ -   ,35,75,35,83,51,69,78,Panthers,6,6,6,6,25,14," $ 1,600,000.00 ",82,55,240,6,66,1988-04-17,Fresno State,Ben Jacobs,6-4,2531080,Ben Jacobs,Ben Jacobs,OLB,Ben Jacobs,Ben Jacobs,Ben Jacobs,240
1728,70,23,55,54,12,22,12,18,21,15,23,8,TCU,5,17,Right,79,30,80,83,69,17,63,13,17,10,78,10,5,67,72,70,73,6,14,RG,21,10,25,12,76,74,77,10," $ 130,000.00 ",15,52,15,78,21,86,27,Eagles,6,6,6,6,19,13," $ 2,547,787.00 ",85,24,338,0,12,1994-12-16,Boise State,Tanner Vallejo,73,2558289,Tanner Vallejo,Matt Pryor,LB,Tanner Vallejo,Tanner Vallejo,Matt Pryor,228
1729,88,23,80,59,47,71,12,23,57,55,60,38,Boise State,6,54,Right,73,87,82,84,40,44,81,19,15,15,22,54,10,66,45,45,45,6,59,MLB,63,38,75,13,45,45,45,20," $ 150,000.00 ",51,84,36,89,46,73,84,Bills,6,6,6,6,25,10," $ 2,509,000.00 ",73,38,228,1,65,1994-12-16,Boise State,Tanner Vallejo,73,2558289,Tanner Vallejo,Tanner Vallejo,LB,Tanner Vallejo,Tanner Vallejo,Tanner Vallejo,228
1730,85,22,78,56,34,80,13,33,37,23,31,28,Florida,3,70,Right,77,87,87,94,90,32,84,13,18,10,30,22,5,76,45,45,45,8,56,DT,83,20,84,12,45,45,45,10," $ 5,460,000.00 ",18,73,26,86,37,93,81,Jaguars,7,10,13,7,22,15," $ 10,155,151.00 ",94,53,293,0,29,1996-03-11,Ferris State,Tavierre Thomas,70,2561278,Tavierre Thomas,Taven Bryan,CB,Tavierre Thomas,Tavierre Thomas,Taven Bryan,205
1731,91,22,80,46,59,50,16,56,58,37,59,60,Ferris State,10,43,Right,72,46,47,89,34,71,81,14,18,45,12,68,13,62,35,35,35,6,46,CB,35,67,68,14,35,35,35,23, $ -   ,40,93,63,89,31,54,53,Cardinals,6,6,6,6,25,13," $ 1,710,000.00 ",79,32,202,0,70,1996-03-11,Ferris State,Tavierre Thomas,70,2561278,Tavierre Thomas,Tavierre Thomas,CB,Tavierre Thomas,Tavierre Thomas,Tavierre Thomas,205
1732,89,24,90,62,78,34,24,83,85,68,68,82,UL Lafayette,52,10,Right,70,28,53,87,35,82,90,18,27,67,55,12,60,72,53,30,35,15,19,HB,10,20,39,50,40,35,29,67," $ 160,000.00 ",64,89,71,87,52,72,35,Jets,20,30,35,15,35,11," $ 2,524,000.00 ",86,79,214,1,12,1994-06-01,Louisiana-Lafayette,Elijah McGuire,70,2557934,Elijah McGuire,Elijah McGuire,RB,Elijah McGuire,Elijah McGuire,Elijah McGuire,214
1733,89,24,86,50,73,25,22,66,64,77,80,71,N. Illinois,63,10,Right,69,15,36,80,84,81,79,11,12,76,20,22,66,62,25,11,10,6,25,WR,10,25,41,57,34,10,13,72, $ -   ,75,86,69,89,43,48,34,Vikings,6,10,15,10,32,20," $ 1,710,000.00 ",88,29,165,0,34,1994-06-01,Louisiana-Lafayette,Elijah McGuire,70,2557934,Elijah McGuire,Chad Beebe,RB,Elijah McGuire,Elijah McGuire,Chad Beebe,214
1734,89,24,90,62,78,34,24,83,85,68,68,82,UL Lafayette,52,10,Right,70,28,53,87,35,82,90,18,27,67,55,12,60,72,53,30,35,15,19,HB,10,20,39,50,40,35,29,67," $ 160,000.00 ",64,89,71,87,52,72,35,Jets,20,30,35,15,35,11," $ 2,524,000.00 ",86,79,214,1,12,1994-06-01,Northern Illinois,Chad Beebe,70,2561482,Chad Beebe,Elijah McGuire,WR,Chad Beebe,Chad Beebe,Elijah McGuire,185
1735,89,24,86,50,73,25,22,66,64,77,80,71,N. Illinois,63,10,Right,69,15,36,80,84,81,79,11,12,76,20,22,66,62,25,11,10,6,25,WR,10,25,41,57,34,10,13,72, $ -   ,75,86,69,89,43,48,34,Vikings,6,10,15,10,32,20," $ 1,710,000.00 ",88,29,165,0,34,1994-06-01,Northern Illinois,Chad Beebe,70,2561482,Chad Beebe,Chad Beebe,WR,Chad Beebe,Chad Beebe,Chad Beebe,185
1736,93,22,83,52,64,48,10,48,59,43,64,61,Southern Miss,10,37,Right,71,64,46,87,31,70,89,11,14,42,17,75,10,68,35,35,35,6,52,CB,28,72,67,12,35,35,35,20," $ 110,000.00 ",45,91,64,88,28,61,61,Dolphins,6,6,6,6,21,13," $ 2,533,411.00 ",75,10,180,0,71,1995-09-22,Southern Mississippi,Cornell Armstrong,72,2561147,Cornell Armstrong,Cornell Armstrong,CB,Cornell Armstrong,Cornell Armstrong,Cornell Armstrong,185
1737,88,22,76,52,37,68,12,17,49,42,39,28,Florida State,5,66,Right,76,79,72,83,52,27,93,16,18,10,23,52,6,63,45,45,45,6,52,ROLB,58,27,77,16,45,45,45,10, $ -   ,35,84,25,87,33,70,76,Seahawks,6,6,6,6,24,15," $ 1,710,000.00 ",89,26,232,0,61,1995-09-22,Southern Mississippi,Cornell Armstrong,72,2561147,Cornell Armstrong,Jacob Pugh,CB,Cornell Armstrong,Cornell Armstrong,Jacob Pugh,185
1738,93,24,89,52,77,36,23,80,62,75,76,78,Jacksonville Univ.,66,11,Right,74,47,47,89,17,84,96,22,23,81,27,47,65,64,45,19,21,6,40,WR,11,40,45,69,43,18,25,64, $ -   ,74,88,73,90,52,60,50,Lions,6,10,15,10,32,19," $ 1,665,000.00 ",85,45,215,2,55,1994-06-28,Jacksonville,Andy Jones,73,2556569,Andy Jones,Andy Jones,WR,Andy Jones,Andy Jones,Andy Jones,215
1739,81,24,66,79,19,67,12,10,41,14,31,15,Temple,3,81,Right,75,78,78,91,98,18,77,17,17,9,18,23,6,80,45,45,44,6,79,LE,85,13,78,15,45,45,45,13, $ -   ,16,71,17,83,25,90,83,Redskins,6,6,6,6,23,13," $ 1,350,000.00 ",90,32,305,2,29,1994-01-11,Temple,Matthew Ioannidis,75,2555240,Matthew Ioannidis,Matthew Ioannidis,DE,Matthew Ioannidis,Matthew Ioannidis,Matthew Ioannidis,310
1740,90,22,86,76,36,74,12,30,46,27,48,40,UCLA,16,83,Right,76,78,75,87,98,46,80,19,24,30,15,46,16,82,45,45,45,6,76,LE,71,42,83,25,45,45,45,16," $ 5,600,000.00 ",29,86,38,82,32,81,77,Falcons,6,6,6,6,15,16," $ 10,258,000.00 ",83,29,250,1,58,1995-11-02,UCLA,Takkarist McKinley,74,2557872,Takkarist McKinley,Takkarist McKinley,DE,Takkarist McKinley,Takkarist McKinley,Takkarist McKinley,265
1741,89,23,87,71,60,65,19,49,79,50,75,64,USC,10,66,Right,73,83,79,89,21,72,81,18,21,10,25,68,10,76,25,34,34,6,71,SS,63,64,78,22,16,34,34,15," $ 1,400,000.00 ",46,85,60,88,51,76,80,Broncos,6,6,6,6,23,14," $ 4,430,000.00 ",94,44,224,2,72,1995-07-07,USC,Su'a Cravens,6-1,2555345,Sua Cravens,Sua Cravens,DB,Su'a Cravens,Su'a Cravens,Su'a Cravens,224
1742,82,23,59,50,10,30,12,6,33,10,35,11,Monmouth,5,10,Right,74,14,71,83,61,10,68,11,12,10,72,12,5,57,68,67,70,6,10,C,10,10,25,12,71,69,72,10, $ -   ,12,65,10,78,10,79,35,Ravens,6,6,6,6,15,14," $ 1,710,000.00 ",83,15,311,0,12,1995-07-07,USC,Su'a Cravens,6-1,2555345,Sua Cravens,Alex Thompson,DB,Su'a Cravens,Su'a Cravens,Alex Thompson,224
1743,85,29,79,97,26,92,12,14,40,15,36,24,California,4,74,Right,76,83,92,95,94,30,69,29,33,10,22,40,8,95,45,45,45,6,97,LE,94,20,89,20,45,45,45,15," $ 18,700,000.00 ",15,78,25,91,25,91,89,Saints,6,6,6,6,30,14," $ 55,000,000.00 ",85,10,287,7,56,1989-07-10,California,Cameron Jordan,76,2495184,Cameron Jordan,Cameron Jordan,DE,Cameron Jordan,Cameron Jordan,Cameron Jordan,287
1744,91,29,87,75,50,55,11,51,54,45,63,61,New Mex. St.,10,35,Right,72,56,49,95,31,65,81,9,9,40,19,75,15,74,35,35,35,6,75,CB,40,79,79,35,35,35,35,25," $ 90,000.00 ",55,88,70,90,25,54,54,Packers,6,6,6,6,10,12," $ 915,000.00 ",65,10,195,7,68,1989-07-10,California,Cameron Jordan,76,2495184,Cameron Jordan,Davon House,DE,Cameron Jordan,Cameron Jordan,Davon House,287
1745,87,21,81,57,77,30,18,78,75,83,80,62,Florida State,67,10,Right,77,25,45,91,19,73,80,12,17,50,23,12,71,68,25,21,24,10,15,WR,10,18,32,80,49,25,29,73," $ 60,000.00 ",87,85,65,87,75,69,31,Bengals,10,15,20,15,30,18," $ 2,484,072.00 ",88,65,225,0,20,1997-02-03,Florida State,Auden Tate,77,2560890,Auden Tate,Auden Tate,WR,Auden Tate,Auden Tate,Auden Tate,228
1746,90,24,86,65,75,27,24,74,82,47,62,72,Washington,47,20,Right,74,30,26,81,36,79,86,22,20,78,28,18,55,67,44,25,29,19,35,HB,20,15,31,51,30,18,20,62," $ 70,000.00 ",41,90,71,86,81,75,27,Lions,20,23,25,24,29,11," $ 2,410,000.00 ",70,56,223,2,25,1994-04-24,Washington,Dwayne Washington,73,2556118,Dwayne Washington,Dwayne Washington,RB,Dwayne Washington,Dwayne Washington,Dwayne Washington,223
1747,86,25,82,74,78,25,88,76,68,40,55,76,Louisville,12,10,Right,74,12,30,82,5,74,78,25,25,10,20,15,22,78,15,15,25,72,15,QB,10,10,20,37,15,20,30,32," $ 1,000,000.00 ",34,81,71,92,48,53,29,Jets,78,82,84,82,90,84," $ 5,000,000.00 ",93,34,215,4,20,1992-11-10,Louisville,Teddy Bridgewater,74,2543465,Teddy Bridgewater,Teddy Bridgewater,QB,Teddy Bridgewater,Teddy Bridgewater,Teddy Bridgewater,215
1748,93,25,89,49,71,46,31,69,62,79,77,79,Miami,48,41,Left,72,53,45,89,26,86,88,11,10,70,15,69,54,64,30,35,35,48,49,CB,33,65,58,60,35,35,35,60, $ -   ,77,89,75,87,60,60,46,Packers,48,54,58,65,67,33," $ 480,000.00 ",87,55,188,2,71,1992-11-10,Louisville,Teddy Bridgewater,74,2543465,Teddy Bridgewater,Herb Waters,QB,Teddy Bridgewater,Teddy Bridgewater,Herb Waters,215
1749,89,24,87,60,75,35,22,67,69,83,84,63,Rutgers,76,11,Right,72,15,42,88,88,74,88,22,23,52,22,16,75,70,40,11,11,6,21,WR,11,16,38,72,36,11,18,74," $ 700,000.00 ",79,89,68,91,51,62,34,Dolphins,6,10,15,10,35,19," $ 3,160,000.00 ",79,41,217,2,24,1994-01-24,Rutgers,Leonte Carroo,6-1,2555215,Leonte Carroo,Leonte Carroo,WR,Leonte Carroo,Leonte Carroo,Leonte Carroo,215
1750,77,26,59,84,20,75,12,10,42,25,35,15,Georgia,3,69,Right,76,75,86,87,95,20,66,20,20,10,36,20,7,77,45,46,45,6,84,DT,80,25,78,25,45,45,45,15," $ 1,000,000.00 ",15,66,25,76,28,88,79,Jaguars,6,6,6,6,36,15," $ 15,000,000.00 ",84,22,318,5,29,1991-09-08,Georgia,Abry Jones,76,2539230,Abry Jones,Abry Jones,NT,Abry Jones,Abry Jones,Abry Jones,318
1751,72,23,52,54,16,26,25,20,41,15,39,18,Mississippi St.,15,10,Right,77,25,24,87,9,14,61,81,92,10,17,13,15,74,21,21,21,17,16,P,10,10,40,17,21,21,21,15," $ 70,000.00 ",15,67,10,86,19,56,33,Jaguars,16,20,26,19,43,18," $ 2,486,625.00 ",71,17,200,0,16,1995-07-28,Mississippi State,Logan Cooke,77,2561161,Logan Cooke,Logan Cooke,P,Logan Cooke,Logan Cooke,Logan Cooke,200
1752,89,28,84,65,70,81,12,49,55,30,47,59,Oregon,4,83,Right,78,82,81,84,95,50,82,19,26,10,11,52,8,79,45,45,45,6,65,RE,70,45,82,20,45,45,45,15, $ -   ,35,84,55,72,55,72,82,Seahawks,6,6,6,6,24,11," $ 1,907,000.00 ",84,65,275,5,62,1990-03-05,Brigham Young,Daniel Sorensen,74,2550257,Daniel Sorensen,Dion Jordan,SS,Daniel Sorensen,Daniel Sorensen,Dion Jordan,208
1753,89,28,85,78,56,36,15,29,60,44,62,44,BYU,15,54,Right,74,76,63,93,49,52,81,25,25,45,18,68,20,73,35,35,35,10,78,SS,45,69,63,30,35,35,35,30," $ 4,000,000.00 ",49,84,55,88,37,65,64,Chiefs,10,10,10,10,30,17," $ 11,540,000.00 ",85,40,208,4,75,1990-03-05,Brigham Young,Daniel Sorensen,74,2550257,Daniel Sorensen,Daniel Sorensen,SS,Daniel Sorensen,Daniel Sorensen,Daniel Sorensen,208
1754,79,23,53,51,10,20,12,5,40,10,35,10,Appalach. St.,5,10,Right,75,12,74,87,67,10,76,12,16,10,53,12,5,59,68,70,68,6,10,LG,10,10,23,12,71,72,70,10, $ -   ,12,72,10,77,10,86,29,Lions,6,6,6,6,21,10," $ 1,710,000.00 ",82,15,304,0,12,1995-06-12,Alabama,Levi Wallace,72,2560914,Levi Wallace,Beau Nunn,CB,Levi Wallace,Levi Wallace,Beau Nunn,179
1755,74,39,73,85,63,20,35,38,50,52,60,32,Sam Houston,28,10,Right,76,12,14,75,15,64,50,25,19,10,10,21,38,78,14,14,14,78,29,QB,10,10,35,40,14,14,14,48," $ 4,900,000.00 ",40,76,58,90,34,57,20,Jets,79,83,88,79,87,86," $ 5,100,000.00 ",92,25,218,16,21,1979-07-04,Sam Houston State,Josh McCown,76,2505076,Josh McCown,Josh McCown,QB,Josh McCown,Josh McCown,Josh McCown,218
1756,88,28,78,63,46,68,13,18,58,60,62,33,West Alabama,7,73,Right,75,76,69,84,44,43,79,15,20,30,17,66,14,70,45,45,45,15,63,LOLB,63,52,75,17,45,45,45,24, $ -   ,56,86,35,90,39,74,75,Bills,10,10,15,15,30,14," $ 1,200,000.00 ",77,29,235,2,72,1990-07-18,West Alabama,Deon Lacey,75,2541848,Deon Lacey,Deon Lacey,OLB,Deon Lacey,Deon Lacey,Deon Lacey,235
1757,64,27,61,58,15,12,26,19,49,15,39,29,California-Davis,15,10,Right,71,13,29,92,6,10,63,76,89,10,13,15,15,74,25,18,16,20,15,P,10,10,33,15,29,14,14,15," $ 600,000.00 ",15,65,10,82,10,50,23,Bills,25,42,45,31,50,28," $ 2,000,000.00 ",61,10,228,5,28,1990-10-27,California-Davis,Colton Schmidt,5-11,2542246,Colton Schmidt,Colton Schmidt,P,Colton Schmidt,Colton Schmidt,Colton Schmidt,224
1758,87,25,77,65,23,77,12,12,42,17,35,22,Wyoming,3,67,Right,75,76,80,81,54,22,78,19,20,9,10,27,7,72,46,45,45,6,65,LE,75,22,79,17,45,45,44,14, $ -   ,17,79,21,76,27,82,78,Bills,6,6,6,6,22,15," $ 555,000.00 ",82,33,259,2,40,1993-04-24,Wyoming,Eddie Yarbrough,75,2556714,Eddie Yarbrough,Eddie Yarbrough,DE,Eddie Yarbrough,Eddie Yarbrough,Eddie Yarbrough,259
1759,89,29,89,67,65,60,10,32,69,39,67,47,California,15,51,Right,72,86,62,92,45,65,87,15,22,35,17,70,20,71,35,35,35,6,67,FS,41,64,70,25,35,35,35,30, $ -   ,51,85,66,87,52,67,73,Jets,6,6,6,6,35,17," $ 1,907,000.00 ",84,49,202,5,68,1988-11-25,California (PA),Rontez Miles,72,2540287,Rontez Miles,Rontez Miles,FS,Rontez Miles,Rontez Miles,Rontez Miles,203
1760,75,32,67,75,65,19,48,27,60,15,25,27,Michigan St.,12,10,Right,74,12,18,84,2,66,69,18,15,10,10,13,14,69,12,12,12,83,25,QB,10,10,12,15,18,18,18,15," $ 200,000.00 ",15,68,55,88,20,60,19,Patriots,73,77,83,77,87,77," $ 4,241,000.00 ",70,23,215,8,19,1985-10-13,Michigan State,Brian Hoyer,74,81294,Brian Hoyer,Brian Hoyer,QB,Brian Hoyer,Brian Hoyer,Brian Hoyer,215
1761,88,26,82,73,45,69,12,27,65,15,66,42,USC,5,64,Right,72,84,77,94,50,45,81,20,20,10,17,50,5,67,45,45,45,6,73,MLB,57,48,78,12,45,45,45,15, $ -   ,15,84,40,90,40,69,79,Chargers,6,6,6,6,25,10," $ 1,320,000.00 ",68,34,235,3,60,1992-04-18,USC,Hayes Pullard,6-0,2552313,Hayes Pullard III,Hayes Pullard III,MLB,Hayes Pullard III,Hayes Pullard III,Hayes Pullard III,235
1762,88,22,88,52,59,49,12,57,60,51,63,57,Georgia State,6,33,Right,71,54,50,91,39,74,94,15,18,45,15,70,16,64,35,35,35,6,52,CB,27,73,65,24,35,35,35,20, $ -   ,48,86,62,88,38,55,52,Eagles,6,6,6,6,22,14," $ 1,710,000.00 ",80,29,194,0,73,1996-08-07,Georgia State,Chandon Sullivan,71,2560887,Chandon Sullivan,Chandon Sullivan,CB,Chandon Sullivan,Chandon Sullivan,Chandon Sullivan,189
1763,88,22,88,52,59,49,12,57,60,51,63,57,Georgia State,6,33,Right,71,54,50,91,39,74,94,15,18,45,15,70,16,64,35,35,35,6,52,CB,27,73,65,24,35,35,35,20, $ -   ,48,86,62,88,38,55,52,Eagles,6,6,6,6,22,14," $ 1,710,000.00 ",80,29,194,0,73,1996-08-07,Penn State,Marcus Allen,74,2560956,Marcus Allen,Chandon Sullivan,DB,Marcus Allen,Marcus Allen,Chandon Sullivan,215
1764,76,24,60,82,25,37,12,12,29,10,33,22,Ohio State,5,25,Right,75,42,81,92,65,24,61,24,20,10,79,13,5,75,78,76,80,6,20,C,32,10,33,12,76,73,76,10," $ 940,000.00 ",12,62,18,88,31,88,32,Vikings,6,6,6,6,22,15," $ 3,793,000.00 ",90,30,303,1,15,1994-07-06,Baylor,Corey Coleman,71,2555333,Corey Coleman,Pat Elflein,WR,Corey Coleman,Corey Coleman,Pat Elflein,185
1765,86,30,74,86,42,70,12,15,55,45,42,25,Troy,24,84,Right,75,72,85,90,97,56,74,16,37,10,15,42,30,80,45,45,45,6,85,RE,70,24,79,25,45,45,45,40," $ 9,000,000.00 ",45,80,55,81,49,76,78,Panthers,6,6,6,6,36,15," $ 12,250,000.00 ",80,35,260,7,57,1987-09-06,Troy,Mario Addison,75,2530474,Mario Addison,Mario Addison,DE,Mario Addison,Mario Addison,Mario Addison,260
1766,87,30,78,78,22,68,12,30,62,15,60,30,Duke,5,61,Right,72,74,88,93,57,10,75,25,22,10,18,51,5,71,45,45,45,6,78,MLB,55,45,78,12,45,45,45,15," $ 4,000,000.00 ",15,83,10,90,10,72,88,Bengals,6,6,6,6,22,10," $ 6,750,000.00 ",79,40,250,8,62,1987-09-06,Troy,Mario Addison,75,2530474,Mario Addison,Vincent Rey,DE,Mario Addison,Mario Addison,Vincent Rey,260
1767,85,27,81,83,48,74,12,25,60,35,52,25,LSU,5,62,Right,72,78,83,86,53,39,81,20,20,10,16,49,5,73,45,45,45,6,83,MLB,50,60,80,15,45,45,45,15," $ 90,000.00 ",40,78,55,92,49,77,84,Jets,6,6,6,6,25,10," $ 790,000.00 ",83,45,246,5,60,1990-12-03,Louisiana State,Kevin Minter,72,2540159,Kevin Minter,Kevin Minter,MLB,Kevin Minter,Kevin Minter,Kevin Minter,246
1768,91,22,85,56,79,35,27,76,76,81,85,66,SMU,70,10,Right,72,12,48,87,14,76,81,14,18,68,22,15,77,69,29,22,20,23,20,WR,10,15,35,69,54,28,33,76," $ 60,000.00 ",76,87,71,90,73,59,27,Redskins,21,30,37,26,60,28," $ 2,484,072.00 ",83,44,203,0,25,1995-12-07,Southern Methodist,Trey Quinn,72,2560847,Trey Quinn,Trey Quinn,WR,Trey Quinn,Trey Quinn,Trey Quinn,200
1769,85,31,81,71,85,27,44,64,70,15,47,64,Texas,13,10,Right,73,12,27,88,12,72,65,32,30,10,17,12,15,65,18,18,13,75,13,QB,10,10,25,15,17,17,17,15," $ 1,800,000.00 ",15,76,74,94,35,46,27,Redskins,72,76,83,78,81,72," $ 3,200,000.00 ",85,25,215,8,22,1986-09-05,Texas,Colt McCoy,73,497123,Colt McCoy,Colt McCoy,QB,Colt McCoy,Colt McCoy,Colt McCoy,212
1770,83,28,63,60,15,44,10,15,64,43,61,11,Iowa,38,16,Right,73,59,68,91,42,10,70,14,11,10,53,22,43,42,58,40,50,10,13,TE,24,10,41,42,47,35,40,48, $ -   ,45,71,10,85,15,68,49,Broncos,10,10,10,10,10,10," $ 630,000.00 ",82,20,250,4,19,1990-08-13,Iowa,Casey Kreiter,73,2550364,Casey Kreiter,Casey Kreiter,LS,Casey Kreiter,Casey Kreiter,Casey Kreiter,250
1771,77,24,57,76,18,28,12,8,43,13,33,14,Stanford,5,15,Right,77,25,83,90,65,12,67,20,20,8,84,12,5,70,73,71,74,6,16,RG,17,9,28,15,73,73,69,14," $ 4,900,000.00 ",14,62,9,91,16,84,38,49ers,6,6,6,6,21,16," $ 9,300,000.00 ",81,31,321,2,14,1994-02-21,Northwestern,Joe Jones,72,2559200,Joe Jones,Joshua Garnett,LB,Joe Jones,Joe Jones,Joshua Garnett,231
