nflId,height,weight,birthDate,collegeName,officialPosition,displayName,Madden displayName,,College from Madden,Birth Date from Madden,Check College,Check Birth date,,
45030,06-Apr,307,12/08/1994,Chattanooga,C,Corey Levin,,,#N/A,#N/A,#N/A,#N/A,Ryan Anderson,Ryan Anderson
45033,06-Mar,258,08/04/1994,Northwestern,DE,Ifeadi Odenigbo,,,Northwestern,08/04/1994,True,True,,True
45038,06-Apr,280,22/04/1995,Notre Dame,DE,Isaac Rochell,,,Notre Dame,22/04/1995,True,True,,True
45039,6-0,215,15/01/1995,East Central,WR,David Moore,,,East Central Univ.,15/01/1995,False,True,,True
45042,06-Feb,205,06/10/1993,Miami,FS,Adrian Colbert,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45045,06-Feb,229,08/02/1996,Kansas State,OLB,Elijah Lee,,,Kansas State,08/02/1996,True,True,,True
45050,06-Feb,195,09/02/1996,Virginia Tech,WR,Isaiah Ford,,,#N/A,#N/A,#N/A,#N/A,Amani Oruwariye,Amani Oruwariye
45052,06-Feb,225,06/01/1996,Ohio State,WR,Noah Brown,,,Ohio State,06/01/1996,True,True,,True
45056,06-May,320,04/03/1994,Baylor,G,Kyle Fuller,,,Virginia Tech,16/02/1992,False,False,,False
45062,05-Nov,222,16/09/1994,Oklahoma State,RB,Chris Carson,,,Oklahoma St.,16/09/1994,False,True,,True
45063,06-Apr,270,01/11/1993,Eastern Michigan,DE,Pat O'Connor,,,Eastern Michigan,01/11/1993,True,True,,True
45069,06-May,260,27/01/1994,San Diego State,G,Daniel Brunskill,,,San Diego St.,27/01/1994,False,True,,True
45094,06-Apr,232,23/11/1994,Oregon,TE,Johnny Mundt,,,Oregon,23/11/1994,True,True,,True
45102,06-Feb,214,18/12/1994,Old Dominion,WR,Zach Pascal,,,Old Dominion,18/12/1994,True,True,,True
45142,06-Mar,256,22/11/1994,Washington,TE,Darrell Daniels,,,Washington,22/11/1994,True,True,,True
45159,05-Nov,212,26/02/1995,Temple,QB,Phillip Walker,,,#N/A,#N/A,#N/A,#N/A,Jayon Brown,Jayon Brown
45185,06-Jan,203,04/08/1995,Eastern Washington,WR,Kendrick Bourne,,,Eastern Wash.,04/08/1995,False,True,,True
45186,05-Oct,190,28/02/1995,Georgia Southern,RB,Matt Breida,,,Ga. Southern,28/02/1995,False,True,,True
45203,06-May,250,18/02/1995,Louisiana State,DE,Tashawn Bower,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45215,06-Jan,230,26/09/1994,Cincinnati,OLB,Eric Wilson,,,Cincinnati,26/09/1994,True,True,,True
45217,06-Mar,248,05/09/1995,Nebraska,TE,Cethan Carter,,,Nebraska,05/09/1995,True,True,,True
45223,6-0,235,05/01/1994,Illinois,ILB,Hardy Nickerson,,,Illinois,05/01/1994,True,True,,True
45226,06-Mar,345,02/05/1994,Colorado,NT,Josh Tupou,,,Colorado,02/05/1994,True,True,,True
45244,06-Feb,221,23/08/1990,Brigham Young,QB,Taysom Hill,,,BYU,23/08/1990,False,True,,True
45255,06-Jan,180,12/12/1993,Chattanooga,WR,C.J. Board,,,Tenn-Chat,12/12/1993,False,True,,True
45267,06-Apr,212,23/11/1993,Utah,WR,Tim Patrick,,,Utah,23/11/1993,True,True,,True
45268,06-Mar,311,27/05/1994,Maine,FB,Patrick Ricard,,,Maine,27/05/1994,True,True,,True
45274,06-May,300,12/04/1994,Vanderbilt,DE,Adam Butler,,,Vanderbilt,12/04/1994,True,True,,True
45281,06-Apr,245,18/11/1993,Wyoming,TE,Jacob Hollister,,,Wyoming,18/11/1993,True,True,,True
45286,06-Feb,252,24/09/1992,Brigham Young,ILB,Harvey Langi,,,BYU,24/09/1992,False,True,,True
45287,05-Sep,190,23/08/1995,Valdosta State,CB,Kenny Moore,Kenny Moore II,,#N/A,#N/A,#N/A,#N/A,Kenny Moore II,Kenny Moore II
45302,05-Nov,188,10/04/1995,Nevada-Las Vegas,CB,Torry McTyer,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45321,06-Jun,256,28/05/1993,"Laval, Can.",TE,Antony Auclair,,,#N/A,#N/A,#N/A,#N/A,Damien Wilson,Damien Wilson
45330,06-Feb,200,25/06/1994,Iowa,CB,Greg Mabin,,,Iowa,25/06/1994,True,True,,True
45335,6-0,189,22/07/1995,Duke,CB,Breon Borders,,,Duke,22/07/1995,True,True,,True
45339,06-Jun,258,04/05/1994,Oregon,TE,Pharaoh Brown,,,#N/A,#N/A,#N/A,#N/A,Dare Ogunbowale,Dare Ogunbowale
45346,06-Apr,339,15/07/1994,Southern California,G,Jordan Simmons,,,USC,15/07/1994,False,True,,True
45355,06-Feb,246,19/02/1995,Harvard,TE,Anthony Firkser,,,Harvard,19/02/1995,True,True,,True
45369,06-Apr,210,14/08/1995,Hawaii,WR,Marcus Kemp,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45395,05-Oct,190,13/07/1993,Memphis,CB,Arthur Maulet,,,Memphis,13/07/1993,True,True,,True
45414,06-Mar,325,08/06/1994,UCLA,DT,Eli Ankou,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45481,06-May,243,15/03/1995,Texas A&amp;M,TE,Ricky Seals-Jones,,,Texas AM,15/03/1995,False,True,,True
45532,06-May,260,16/07/1994,Oklahoma State,TE,Blake Jarwin,,,Oklahoma St.,16/07/1994,False,True,,True
45533,6-0,231,21/02/1994,Northwestern,ILB,Joseph Jones,Joe Jones,,#N/A,#N/A,#N/A,#N/A,Joe Jones,Joe Jones
45536,06-Mar,225,21/11/1993,Central Michigan,QB,Cooper Rush,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45550,06-Jun,329,10/02/1995,Massachusetts,T,Elijah Wilkinson,,,Massachusetts,10/02/1995,True,True,,True
45555,06-Jan,194,20/04/1993,Kentucky Wesleyan,WR,Keelan Cole,Keelan Cole Sr,,#N/A,#N/A,#N/A,#N/A,Keelan Cole Sr,Keelan Cole Sr
45571,06-Feb,196,06/01/1995,Brigham Young,CB,Michael Davis,,,BYU,06/01/1995,False,True,,True
45573,05-Oct,200,17/05/1995,"Western State, Colo.",RB,Austin Ekeler,,,Western Colorado,17/05/1995,False,True,,True
45594,06-Apr,255,15/12/1993,Temple,TE,Colin Thompson,,,#N/A,#N/A,#N/A,#N/A,Anthony Brown,Anthony Brown
45599,05-Oct,220,02/11/1994,Wisconsin,RB,Corey Clement,,,Wisconsin,02/11/1994,True,True,,True
45607,05-Nov,190,12/07/1995,Houston,WR,Greg Ward,Greg Ward Jr,,#N/A,#N/A,#N/A,#N/A,Greg Ward Jr,Greg Ward Jr
45630,06-Jul,317,16/05/1994,Toledo,T,Storm Norton,,,#N/A,#N/A,#N/A,#N/A,Kamu Grugier-Hill,Kamu Grugier-Hill
45635,06-May,237,30/04/1994,Indiana State,TE,Robert Tonyan,,,Indiana St.,30/04/1994,False,True,,True
45719,05-Oct,205,04/05/1994,Wisconsin,RB,Dare Ogunbowale,,,Wisconsin,04/05/1994,True,True,,True
45785,06-Jun,220,15/03/1995,Wisconsin-Platteville,TE,Dan Arnold,,,University of Wisconsin-Platteville,15/03/1995,False,True,,True
46070,06-Jan,215,14/04/1995,Oklahoma,QB,Baker Mayfield,,,Oklahoma,14/04/1995,True,True,,True
46071,05-Nov,233,09/02/1997,Penn State,RB,Saquon Barkley,,,Penn State,09/02/1997,True,True,,True
46072,06-Mar,225,05/06/1997,Southern California,QB,Sam Darnold,,,USC,05/06/1997,False,True,,True
46073,05-Nov,191,28/04/1997,Ohio State,CB,Denzel Ward,,,Ohio State,28/04/1997,True,True,,True
46074,06-Apr,275,24/06/1996,North Carolina State,OLB,Bradley Chubb,,,N.C. State,24/06/1996,False,True,,True
46075,06-May,330,19/03/1996,Notre Dame,G,Quenton Nelson,,,Notre Dame,19/03/1996,True,True,,True
46076,06-May,237,21/05/1996,Wyoming,QB,Josh Allen,,,Wyoming,21/05/1996,True,True,,True
46077,6-0,230,08/04/1997,Georgia,ILB,Roquan Smith,,,Georgia,08/04/1997,True,True,,True
46078,06-Aug,315,12/01/1995,Notre Dame,T,Mike McGlinchey,,,Notre Dame,12/01/1995,True,True,,True
46079,06-Apr,226,10/02/1997,UCLA,QB,Josh Rosen,,,UCLA,10/02/1997,True,True,,True
46080,06-Jan,207,17/11/1996,Alabama,SS,Minkah Fitzpatrick,,,Alabama,17/11/1996,True,True,,True
46081,06-Apr,347,05/02/1995,Washington,NT,Vita Vea,,,Washington,05/02/1995,True,True,,True
46082,06-Mar,320,27/05/1997,Alabama,DT,Daron Payne,Da'Ron Payne,,#N/A,#N/A,#N/A,#N/A,Da'Ron Payne,Da'Ron Payne
46083,06-Jun,265,04/09/1996,Texas-San Antonio,DE,Marcus Davenport,,,UTSA,04/09/1996,False,True,,True
46084,06-Aug,325,09/10/1995,UCLA,T,Kolton Miller,,,UCLA,09/10/1995,True,True,,True
46085,06-May,250,02/05/1998,Virginia Tech,MLB,Tremaine Edmunds,,,Virginia Tech,02/05/1998,True,True,,True
46086,06-Feb,215,03/08/1996,Florida State,FS,Derwin James,Derwin James Jr,,#N/A,#N/A,#N/A,#N/A,Derwin James Jr,Derwin James Jr
46087,05-Oct,196,09/02/1997,Louisville,CB,Jaire Alexander,,,Louisville,09/02/1997,True,True,,True
46088,06-Apr,256,08/02/1996,Boise State,OLB,Leighton Vander Esch,,,Boise State,08/02/1996,True,True,,True
46089,06-May,311,17/05/1996,Arkansas,C,Frank Ragnow,,,Arkansas,17/05/1996,True,True,,True
46090,06-Apr,312,11/10/1994,Ohio State,C,Billy Price,,,Ohio State,11/10/1994,True,True,,True
46091,06-Feb,234,08/11/1995,Alabama,ILB,Rashaan Evans,,,Alabama,08/11/1995,True,True,,True
46092,06-Feb,310,09/12/1995,Georgia,T,Isaiah Wynn,,,Georgia,09/12/1995,True,True,,True
46093,05-Nov,215,14/04/1997,Maryland,WR,D.J. Moore,,,Maryland,14/04/1997,True,True,,True
46094,06-Apr,245,24/08/1993,South Carolina,TE,Hayden Hurst,,,South Carolina,24/08/1993,True,True,,True
46095,06-Jan,190,20/12/1994,Alabama,WR,Calvin Ridley,,,Alabama,20/12/1994,True,True,,True
46096,05-Nov,220,02/02/1996,San Diego State,RB,Rashaad Penny,,,San Diego St.,02/02/1996,False,True,,True
46097,06-Jan,217,20/01/1997,Virginia Tech,SS,Terrell Edmunds,,,Virginia Tech,20/01/1997,True,True,,True
46098,06-Apr,291,11/03/1996,Florida,DT,Taven Bryan,,,Florida,11/03/1996,True,True,,True
46099,05-Oct,191,11/02/1997,Central Florida,CB,Mike Hughes,,,UCF,11/02/1997,False,True,,True
46100,05-Nov,215,17/02/1995,Georgia,RB,Sony Michel,,,Georgia,17/02/1995,True,True,,True
46101,06-Feb,212,07/01/1997,Louisville,QB,Lamar Jackson,,,Louisville,07/01/1997,True,True,,True
46102,06-Apr,305,05/09/1995,Nevada,G,Austin Corbett,,,Nevada,05/09/1995,True,True,,True
46103,06-Feb,327,02/09/1995,Texas-El Paso,G,Will Hernandez,,,UTEP,02/09/1995,False,True,,True
46104,05-Nov,225,27/12/1995,Georgia,RB,Nick Chubb,,,Georgia,27/12/1995,True,True,,True
46105,06-Feb,230,27/07/1995,South Carolina State,MLB,Shaquille Leonard,,,#N/A,#N/A,#N/A,#N/A,Darius Leonard,Darius Leonard
46106,06-Jun,315,25/03/1996,Auburn,T,Braden Smith,,,Auburn,25/03/1996,True,True,,True
46107,05-Nov,208,03/08/1997,Southern California,RB,Ronald Jones,Ronald Jones II,,#N/A,#N/A,#N/A,#N/A,Ronald Jones II,Ronald Jones II
46108,06-Mar,305,13/09/1997,Iowa,G,James Daniels,,,Iowa,13/09/1997,True,True,,True
46109,06-Apr,216,10/10/1995,Southern Methodist,WR,Courtland Sutton,,,SMU,10/10/1995,False,True,,True
46110,06-Feb,250,05/06/1996,Boston College,OLB,Harold Landry,Harold Landry III,,#N/A,#N/A,#N/A,#N/A,Harold Landry III,Harold Landry III
46111,06-Jun,252,03/10/1995,Penn State,TE,Mike Gesicki,,,Penn State,03/10/1995,True,True,,True
46113,06-Jan,195,23/10/1995,Washington,WR,Dante Pettis,,,Washington,23/10/1995,True,True,,True
46116,05-Nov,200,18/11/1996,Texas A&amp;M,WR,Christian Kirk,,,Texas AM,18/11/1996,False,True,,True
46117,06-Feb,251,28/12/1996,Southern California,OLB,Uchenna Nwosu,,,USC,28/12/1996,False,True,,True
46118,06-May,256,03/01/1995,South Dakota State,TE,Dallas Goedert,,,S. Dakota St.,03/01/1995,False,True,,True
46119,06-May,298,12/05/1997,Texas,G,Connor Williams,,,Texas,12/05/1997,True,True,,True
46120,05-Nov,199,09/10/1994,Memphis,WR,Anthony Miller,,,Memphis,09/10/1994,True,True,,True
46121,06-May,248,11/07/1995,Rutgers,DE,Kemoko Turay,,,Rutgers,11/07/1995,True,True,,True
46122,05-Nov,205,16/09/1995,North Carolina,SS,M.J. Stewart,,,#N/A,#N/A,#N/A,#N/A,Samaje Perine,Samaje Perine
46123,06-Jan,200,26/02/1997,Wake Forest,FS,Jessie Bates,Jessie Bates III,,#N/A,#N/A,#N/A,#N/A,Jessie Bates III,Jessie Bates III
46124,05-Oct,180,08/11/1995,Louisiana State,CB,Donte Jackson,,,LSU,08/11/1995,False,True,,True
46127,6-0,210,30/09/1996,Colorado,CB,Isaiah Oliver,,,Colorado,30/09/1996,True,True,,True
46129,05-Nov,213,02/04/1996,Oklahoma State,WR,James Washington,,,Oklahoma St.,02/04/1996,False,True,,True
46130,06-Apr,198,23/09/1996,Louisiana State,WR,D.J. Chark,D.J. Chark Jr,,#N/A,#N/A,#N/A,#N/A,D.J. Chark Jr,D.J. Chark Jr
46131,06-Jul,297,15/09/1995,Pittsburgh,T,Brian O'Neill,,,Pittsburgh,15/09/1995,True,True,,True
46132,06-Jan,206,31/12/1996,Auburn,CB,Carlton Davis,Carlton Davis III,,#N/A,#N/A,#N/A,#N/A,Carlton Davis III,Carlton Davis III
46133,06-Mar,277,30/01/1995,Ohio State,DE,Tyquan Lewis,,,Ohio State,30/01/1995,True,True,,True
46134,06-Aug,320,21/10/1995,North Carolina A&amp;T,T,Brandon Parker,,,N.C. AT,21/10/1995,False,True,,True
46135,06-May,250,10/12/1995,Georgia,OLB,Lorenzo Carter,,,Georgia,10/12/1995,True,True,,True
46137,06-Jan,204,15/02/1997,Stanford,SS,Justin Reid,,,Stanford,15/02/1997,True,True,,True
46138,06-Mar,311,20/04/1995,North Carolina State,DT,B.J. Hill,,,N.C. State,20/04/1996,False,False,,False
46139,06-Mar,236,19/11/1996,Brigham Young,MLB,Fred Warner,,,BYU,19/11/1996,False,True,,True
46140,6-0,238,24/02/1996,Oregon,RB,Royce Freeman,,,Oregon,24/02/1996,True,True,,True
46141,06-Apr,315,09/10/1993,Fort Hays State,DT,Nathan Shepherd,,,Fort Hays State,09/10/1993,True,True,,True
46142,06-Feb,225,25/12/1996,Ohio State,ILB,Jerome Baker,,,Ohio State,25/12/1996,True,True,,True
46143,06-Jun,315,10/09/1996,Louisville,T,Geron Christian,,,#N/A,#N/A,#N/A,#N/A,Jason Strowbridge,Jason Strowbridge
46144,06-Jan,310,09/05/1996,Florida State,DT,Derrick Nnadi,,,Florida State,09/05/1996,True,True,,True
46146,06-May,265,29/06/1995,Ohio State,DE,Sam Hubbard,,,Ohio State,29/06/1995,True,True,,True
46148,06-Apr,279,15/05/1997,Southern California,DE,Rasheem Green,,,USC,15/05/1997,False,True,,True
46150,06-Jan,200,04/03/1996,Colorado State,WR,Michael Gallup,,,Colorado St.,04/04/1996,False,False,,False
46151,06-Jan,210,01/02/1995,Louisiana-Lafayette,FS,Tracy Walker,,,UL Lafayette,01/02/1995,False,True,,True
46152,06-Aug,345,02/05/1996,Oklahoma,T,Orlando Brown,Orlando Brown Jr,,#N/A,#N/A,#N/A,#N/A,Orlando Brown Jr,Orlando Brown Jr
46153,06-Mar,309,28/08/1996,North Carolina State,DT,Justin Jones,,,N.C. State,28/08/1996,False,True,,True
46155,06-May,255,06/09/1995,Oklahoma,TE,Mark Andrews,,,Oklahoma,06/09/1995,True,True,,True
46156,06-May,240,03/05/1996,Louisiana State,DE,Arden Key,,,LSU,03/05/1996,False,True,,True
46157,06-Mar,233,21/03/1995,Vanderbilt,ILB,Oren Burks,,,Vanderbilt,21/03/1995,True,True,,True
46158,06-May,321,19/06/1995,Texas Christian,T,Joseph Noteboom,,,TCU,19/06/1995,False,True,,True
46160,06-Feb,210,07/01/1996,Central Florida,WR,Tre'Quan Smith,,,UCF,07/01/1996,False,True,,True
46161,06-Jun,320,08/08/1997,Western Michigan,T,Chukwuma Okorafor,,,W. Michigan,08/08/1997,False,True,,True
46162,06-Mar,214,18/04/1997,Alabama,SS,Ronnie Harrison,Ronnie Harrison Jr,,#N/A,#N/A,#N/A,#N/A,Ronnie Harrison Jr,Ronnie Harrison Jr
46163,06-Jun,305,27/01/1995,Humboldt State,G,Alex Cappa,,,Humboldt State,27/01/1995,True,True,,True
46165,06-Mar,307,25/01/1996,Stanford,DT,Harrison Phillips,,,Stanford,25/01/1996,True,True,,True
46166,06-May,292,28/03/1996,Michigan,C,Mason Cole,,,Michigan,28/03/1996,True,True,,True
46167,06-Apr,243,19/04/1992,Central Florida,TE,Jordan Akins,,,UCF,19/04/1992,False,True,,True
46168,06-Jan,190,20/02/1996,Boston College,CB,Isaac Yiadom,,,Boston College,20/02/1996,True,True,,True
46169,06-Jan,220,04/09/1994,Clemson,OLB,Dorian O'Daniel,,,Clemson,04/09/1994,True,True,,True
46170,06-Mar,260,06/06/1996,Indiana,TE,Ian Thomas,,,Indiana,06/06/1996,True,True,,True
46171,06-May,283,25/01/1996,Ohio State,DE,Jalyn Holmes,,,Ohio State,25/01/1996,True,True,,True
46172,05-Nov,180,14/01/1997,Texas Tech,WR,Keke Coutee,,,Texas Tech,14/01/1997,True,True,,True
46173,05-Sep,198,12/11/1996,North Carolina State,RB,Nyheim Hines,,,N.C. State,12/11/1996,False,True,,True
46175,06-Jan,236,25/12/1994,Iowa,ILB,Josey Jewell,,,Iowa,25/12/1994,True,True,,True
46176,06-Apr,252,23/02/1996,Miami,TE,Christopher Herndon,Christopher Herndon IV,,#N/A,#N/A,#N/A,#N/A,Christopher Herndon IV,Christopher Herndon IV
46180,06-Feb,302,11/10/1995,Michigan State,C,Brian Allen,,,Michigan St.,11/10/1995,False,True,,True
46183,06-Mar,297,14/11/1995,Alabama,DE,Da'Shawn Hand,,,Alabama,14/11/1995,True,True,,True
46185,06-Apr,255,10/06/1997,Kansas,DE,Dorance Armstrong,,,Kansas,10/06/1997,True,True,,True
46186,05-Oct,198,18/03/1997,Pittsburgh,SS,Jordan Whitehead,,,Pittsburgh,18/03/1997,True,True,,True
46187,05-Nov,178,30/11/1994,Alabama,CB,Anthony Averett,,,Alabama,30/11/1994,True,True,,True
46188,06-Feb,216,24/03/1996,West Virginia,ILB,Kyzir White,,,West Virginia,24/03/1996,True,True,,True
46189,06-Apr,267,08/07/1996,Washington,TE,Will Dissly,,,Washington,08/07/1996,True,True,,True
46190,05-Nov,192,27/07/1996,Weber State,CB,Taron Johnson,,,Weber State,27/07/1996,True,True,,True
46191,06-Jan,235,15/11/1994,UCLA,ILB,Kenny Young,,,UCLA,15/11/1995,True,False,,False
46192,06-Jun,260,09/08/1995,Notre Dame,TE,Durham Smythe,,,Notre Dame,09/08/1995,True,True,,True
46193,05-Nov,205,19/03/1996,Texas A&amp;M,SS,Armani Watts,,,Texas AM,19/03/1996,False,True,,True
46194,05-Sep,184,31/03/1996,Pittsburgh,CB,Avonte Maddox,,,Pittsburgh,31/03/1996,True,True,,True
46197,06-Feb,287,08/05/1996,North Carolina State,DE,Kentavius Street,,,N.C. State,08/05/1996,False,True,,True
46198,06-Jun,303,04/01/1996,North Carolina State,T,Will Richardson,,,#N/A,#N/A,#N/A,#N/A,Michael Dickson,Michael Dickson
46199,06-May,253,29/03/1997,Florida State,DE,Josh Sweat,,,Florida State,29/03/1997,True,True,,True
46200,06-Feb,230,22/12/1995,Arizona State,RB,Kalen Ballage,,,Arizona St.,22/12/1995,False,True,,True
46203,05-Sep,210,13/04/1996,Fordham,RB,Chase Edmonds,,,Fordham,13/04/1996,True,True,,True
46204,06-Apr,288,26/09/1996,Stephen F. Austin,DE,John Franklin-Myers,,,Stephen F. Austin,26/09/1996,True,True,,True
46205,06-Feb,235,16/12/1993,Mississippi,DE,Marquis Haynes,,,#N/A,#N/A,#N/A,#N/A,Jarran Reed,Jarran Reed
46206,06-May,242,11/07/1996,Stanford,TE,Dalton Schultz,,,Stanford,11/07/1996,True,True,,True
46209,06-Feb,291,09/05/1995,Michigan,DT,Maurice Hurst,,,Michigan,09/05/1995,True,True,,True
46211,05-Sep,188,11/11/1996,Kansas State,CB,D.J. Reed,D.J. Reed Jr,,#N/A,#N/A,#N/A,#N/A,D.J. Reed Jr,D.J. Reed Jr
46212,06-Feb,255,24/08/1996,Purdue,ILB,Ja'Whaun Bentley,,,Purdue,24/08/1996,True,True,,True
46214,06-Mar,313,14/09/1996,Delaware,DE,Bilal Nichols,,,Delaware,14/09/1996,True,True,,True
46215,06-Mar,203,02/06/1995,Oklahoma State,CB,Tre Flowers,,,Oklahoma St.,02/06/1995,False,True,,True
46216,6-0,244,25/01/1995,Virginia,ILB,Micah Kiser,,,Virginia,25/01/1995,True,True,,True
46219,6-0,250,26/04/1995,Memphis,OLB,Genard Avery,,,Memphis,26/04/1995,True,True,,True
46221,06-Jan,209,27/04/1995,Arizona,SS,Dane Cruikshank,,,Arizona,27/04/1995,True,True,,True
46223,6-0,205,04/08/1994,Jacksonville State,CB,Siran Neal,,,Jacksonville State,04/08/1994,True,True,,True
46226,06-Mar,254,30/07/1995,Central Michigan,TE,Tyler Conklin,,,Central Michigan,30/07/1995,True,True,,True
46229,06-Jan,253,24/04/1995,Oklahoma,OLB,Ogbonnia Okoronkwo,,,Oklahoma,24/04/1995,True,True,,True
46230,6-0,225,14/01/1995,Maryland,MLB,Jermaine Carter,Jermaine Carter Jr,,#N/A,#N/A,#N/A,#N/A,Jermaine Carter Jr,Jermaine Carter Jr
46232,06-Mar,308,11/07/1997,Virginia Tech,DT,Tim Settle,,,Virginia Tech,11/07/1997,True,True,,True
46235,06-Apr,315,21/11/1994,Virginia Tech,G,Wyatt Teller,,,Virginia Tech,21/11/1994,True,True,,True
46237,06-Apr,293,04/06/1996,Ohio State,T,Jamarco Jones,,,Ohio State,04/06/1996,True,True,,True
46238,06-Jan,217,18/07/1994,Mississippi,RB,Jordan Wilkins,,,Ole Miss,18/07/1994,False,True,,True
46239,05-Oct,190,26/06/1995,Western Michigan,CB,Darius Phillips,,,W. Michigan,26/06/1996,False,False,,False
46240,06-Apr,225,25/03/1995,Western Kentucky,QB,Mike White,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
46243,06-Apr,207,10/10/1994,South Florida,WR,Marquez Valdes-Scantling,,,USF,10/10/1994,False,True,,True
46249,06-Apr,318,04/03/1995,Connecticut,DT,Folorunso Fatukasi,,,Connecticut,04/03/1995,True,True,,True
46250,06-Mar,260,11/10/1994,Utah,OLB,Kylie Fitts,,,Utah,11/10/1994,True,True,,True
46253,6-0,208,09/06/1994,Florida,OLB,Marcell Harris,,,Florida,09/06/1994,True,True,,True
46255,06-Feb,242,11/12/1995,Temple,DE,Jacob Martin,,,Temple,11/12/1995,True,True,,True
46256,05-Sep,190,15/10/1996,Clemson,WR,Ray-Ray McCloud,,,#N/A,#N/A,#N/A,#N/A,Jamel Dean,Jamel Dean
46259,06-Jan,210,21/04/1997,Texas,FS,DeShon Elliott,,,Texas,21/04/1997,True,True,,True
46263,6-0,184,22/01/1996,Louisiana State,WR,Russell Gage,Russell Gage Jr,,#N/A,#N/A,#N/A,#N/A,Russell Gage Jr,Russell Gage Jr
46264,06-Apr,310,21/03/1995,Rutgers,NT,Sebastian Joseph,Sebastian Joseph-Day,,#N/A,#N/A,#N/A,#N/A,Sebastian Joseph-Day,Sebastian Joseph-Day
46265,6-0,190,20/07/1996,Central Arkansas,CB,Tremon Smith,,,Central Arkansas,20/07/1996,True,True,,True
46267,06-Mar,320,03/01/1997,Tennessee,G,Reginald McKenzie,,,#N/A,#N/A,#N/A,#N/A,Henry Black,Henry Black
46269,06-Feb,215,02/08/1995,Yale,ILB,Foyesade Oluokun,,,Yale,02/08/1995,True,True,,True
46270,05-Jun,203,27/04/1995,Louisiana Tech,RB,Boston Scott,,,LA. Tech,27/04/1995,False,True,,True
46273,05-Nov,185,23/07/1994,Virginia State,RB,Trenton Cannon,,,Virginia State,23/07/1994,True,True,,True
46275,06-Jul,332,16/12/1994,Texas Christian,T,Matt Pryor,,,TCU,16/12/1994,False,True,,True
46276,06-May,214,30/09/1996,Notre Dame,WR,Equanimeous St. Brown,,,Notre Dame,30/09/1996,True,True,,True
46277,06-May,188,10/03/1995,Boise State,WR,Cedrick Wilson,,,Boise State,20/11/1995,True,False,,False
46279,05-Sep,190,06/10/1995,Miami,WR,Braxton Berrios,,,Miami,06/10/1995,True,True,,True
46284,06-May,317,24/11/1994,Alabama,C,Bradley Bozeman,,,Alabama,24/11/1994,True,True,,True
46300,06-Jan,219,10/05/1996,Texas Christian,ILB,Travin Howard,,,TCU,10/05/1996,False,True,,True
46302,06-Aug,344,31/03/1997,No College,T,Jordan Mailata,,,No College,31/03/1997,True,True,,True
46304,6-0,236,02/07/1996,Syracuse,OLB,Zaire Franklin,,,Syracuse,02/07/1996,True,True,,True
46307,06-Jun,290,07/09/1995,Ferris State,DT,Zach Sieler,,,Ferris State,07/09/1995,True,True,,True
46312,05-Oct,185,17/04/1996,Western Carolina,CB,Keion Crossen,,,W. Carolina,17/04/1996,False,True,,True
46313,06-Apr,265,23/12/1994,Southern Methodist,OLB,Justin Lawler,,,SMU,23/12/1994,False,True,,True
46314,06-May,311,10/12/1995,Louisiana State,C,Will Clapp,,,LSU,19/09/1996,False,False,,False
46320,6-0,200,22/04/1996,Northwestern,RB,Justin Jackson,,,Northwestern,22/04/1996,True,True,,True
46322,06-May,228,03/02/1997,Florida State,WR,Auden Tate,,,Florida State,03/02/1997,True,True,,True
46323,06-Jun,305,17/05/1995,Cincinnati,T,Korey Cunningham,,,#N/A,#N/A,#N/A,#N/A,Austin Ekeler,Austin Ekeler
46329,05-Sep,190,17/11/1995,Southern U.,CB,Danny Johnson,,,Southern,17/11/1995,False,True,,True
46331,06-May,240,26/01/1995,San Diego,TE,Ross Dwelley,,,San Diego,26/01/1995,True,True,,True
46349,06-Jan,202,03/11/1993,Central Arkansas,FS,George Odum,,,Central Arkansas,03/11/1993,True,True,,True
46354,05-Nov,184,25/03/1996,Tennessee,CB,Emmanuel Moseley,,,Tennessee,25/03/1996,True,True,,True
46362,06-May,214,06/01/1996,Alabama,WR,Cam Sims,,,Alabama,06/01/1996,True,True,,True
46367,05-Aug,190,24/07/1994,Colorado,RB,Phillip Lindsay,,,Colorado,24/07/1994,True,True,,True
46369,6-0,207,13/02/1996,Florida State,SS,Trey Marshall,,,Florida State,13/02/1996,True,True,,True
46376,06-May,285,28/07/1995,Washington,G,Coleman Shelton,,,#N/A,#N/A,#N/A,#N/A,Logan Cooke,Logan Cooke
46378,6-0,202,18/01/1996,Mississippi State,SS,J.T. Gray,,,Mississippi St.,18/01/1996,False,True,,True
46387,06-Mar,295,23/05/1995,Tennessee,DT,Kendal Vickers,,,#N/A,#N/A,#N/A,#N/A,Tyus Bowser,Tyus Bowser
46394,06-Jan,181,08/06/1996,Northern Illinois,WR,Christian Blake,,,N. Illinois,08/06/1996,False,True,,True
