, Signing Bonus , Total Salary ,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch,Catch in Traffic,College,Deep Route Running,Elusiveness,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Block,Man Coverage,Medium Route Running,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Recognition,Playaction,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short Route Runing,Spec. Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw Under Pressure,Throw on the Run,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
1377," $ 750,000.00 "," $ 3,347,000.00 ",90,23,92,78,73,53,16,66,65,68,73,Michigan,15,76,36,Right,70,64,50,94,27,78,85,26,26,81,10,79,22,79,35,35,35,78,6,CB,27,81,79,26,35,35,35,32,77,89,73,95,38,69,66,Cowboys,6,6,6,24,10,6,82,38,195,1,76,1995-08-31,Michigan,Jourdan Lewis,70,2557920,Jourdan Lewis,Jourdan Lewis,CB,Jourdan Lewis,Jourdan Lewis,Jourdan Lewis,195
1378, $ -   ," $ 1,710,000.00 ",82,23,47,50,29,73,12,12,23,29,19,Kent State,4,17,53,Right,72,77,78,88,77,22,70,12,17,10,37,18,8,61,45,45,45,50,6,DT,69,15,75,15,45,45,45,16,17,68,15,76,33,81,74,Falcons,6,6,6,14,10,6,85,40,295,0,26,1995-08-31,Michigan,Jourdan Lewis,70,2557920,Jourdan Lewis,Jon Cunningham,CB,Jourdan Lewis,Jourdan Lewis,Jon Cunningham,195
1379," $ 100,000.00 "," $ 900,000.00 ",90,27,90,82,80,43,30,70,70,81,79,LSU,66,74,10,Right,73,15,56,89,8,87,91,24,25,76,36,18,75,72,45,30,30,25,40,WR,10,15,59,75,51,28,33,73,75,90,83,87,55,45,35,Giants,52,55,54,68,38,50,73,60,195,5,26,1990-09-17,LSU,Russell Shepard,72,2541944,Russell Shepard,Russell Shepard,WR,Russell Shepard,Russell Shepard,Russell Shepard,195
1380,," $ 1,015,000.00 ",85,34,86,86,88,63,22,70,72,85,91,UCF,71,64,10,Right,76,12,65,92,15,84,90,12,12,25,45,18,76,81,35,20,30,26,6,WR,10,10,45,89,62,38,40,78,89,86,82,97,88,77,45,Seahawks,6,10,15,24,24,10,90,81,230,12,39,1984-03-23,Central Florida,Brandon Marshall,6-5,2495893,Brandon Marshall,Brandon Marshall,WR,Brandon Marshall,Brandon Marshall,Brandon Marshall,232
1381," $ 8,000,000.00 "," $ 41,000,000.00 ",76,29,64,95,25,96,27,15,33,37,10,William Penn,2,20,70,Right,75,77,95,91,98,35,73,20,20,10,44,35,3,95,45,45,45,95,6,DT,82,25,92,12,45,45,45,10,15,62,25,80,35,93,94,Giants,6,6,6,30,18,6,96,39,341,6,42,1988-11-29,Wisconsin,Russell Wilson,71,2532975,Russell Wilson,Damon Harrison Sr,QB,Russell Wilson,Russell Wilson,Damon Harrison Sr,215
1382," $ 37,260,000.00 "," $ 81,340,000.00 ",90,29,92,96,94,16,91,83,67,68,35,Wisconsin,11,84,10,Right,71,12,15,97,3,88,83,19,10,10,33,15,21,92,10,10,10,26,91,QB,10,10,47,25,43,35,38,31,42,86,86,97,65,59,26,Seahawks,83,87,93,93,93,96,98,38,215,6,14,1988-11-29,Wisconsin,Russell Wilson,71,2532975,Russell Wilson,Russell Wilson,QB,Russell Wilson,Russell Wilson,Russell Wilson,215
1383," $ 8,000,000.00 "," $ 41,000,000.00 ",76,29,64,95,25,96,27,15,33,37,10,William Penn,2,20,70,Right,75,77,95,91,98,35,73,20,20,10,44,35,3,95,45,45,45,95,6,DT,82,25,92,12,45,45,45,10,15,62,25,80,35,93,94,Giants,6,6,6,30,18,6,96,39,341,6,42,1988-11-29,William Penn,Damon Harrison,75,2535718,Damon Harrison Sr,Damon Harrison Sr,DT,Damon Harrison Sr,Damon Harrison Sr,Damon Harrison Sr,350
1384," $ 37,260,000.00 "," $ 81,340,000.00 ",90,29,92,96,94,16,91,83,67,68,35,Wisconsin,11,84,10,Right,71,12,15,97,3,88,83,19,10,10,33,15,21,92,10,10,10,26,91,QB,10,10,47,25,43,35,38,31,42,86,86,97,65,59,26,Seahawks,83,87,93,93,93,96,98,38,215,6,14,1988-11-29,William Penn,Damon Harrison,75,2535718,Damon Harrison Sr,Russell Wilson,DT,Damon Harrison Sr,Damon Harrison Sr,Russell Wilson,350
1385," $ 1,950,000.00 "," $ 3,550,000.00 ",89,28,91,80,78,45,22,73,69,87,86,Clemson,75,69,10,Right,74,25,62,89,18,78,90,15,16,60,42,10,79,78,42,29,30,17,6,WR,10,25,35,76,56,32,38,78,88,90,72,85,63,67,39,Seahawks,6,10,15,32,22,10,73,58,205,5,22,1990-01-08,Clemson,Jaron Brown,75,2541966,Jaron Brown,Jaron Brown,WR,Jaron Brown,Jaron Brown,Jaron Brown,204
1386,," $ 3,000,000.00 ",92,25,96,84,93,25,27,86,73,87,81,Kansas State,84,89,10,Right,70,8,45,81,16,95,85,25,30,97,25,10,82,82,30,15,17,15,6,WR,5,10,30,74,52,29,34,80,79,93,88,93,38,49,25,Seahawks,6,10,15,30,23,10,76,38,182,3,25,1992-09-28,Kansas State,Tyler Lockett,70,2552430,Tyler Lockett,Tyler Lockett,WR,Tyler Lockett,Tyler Lockett,Tyler Lockett,182
1387," $ 640,000.00 "," $ 3,100,000.00 ",83,25,81,72,74,46,16,60,76,80,78,Ohio State,56,60,17,Right,77,35,71,86,81,62,80,19,21,18,56,14,62,71,57,52,56,22,6,TE,17,17,43,65,54,53,48,66,75,76,58,84,65,73,30,Seahawks,6,10,15,29,10,10,78,68,257,2,21,1993-03-06,Ohio State,Nick Vannett,78,2555289,Nick Vannett,Nick Vannett,TE,Nick Vannett,Nick Vannett,Nick Vannett,261
1388," $ 60,000.00 "," $ 2,419,000.00 ",89,23,82,78,84,26,19,78,88,63,58,Oklahoma St.,44,75,12,Right,72,36,46,85,32,76,92,20,21,62,48,14,52,75,53,30,35,18,12,HB,11,16,28,39,36,21,25,59,53,87,77,85,80,78,30,Seahawks,15,18,20,26,17,14,76,86,218,1,19,1994-09-16,Oklahoma State,Chris Carson,71,2558865,Chris Carson,Chris Carson,RB,Chris Carson,Chris Carson,Chris Carson,222
1389," $ 90,000.00 "," $ 2,508,037.00 ",88,23,81,60,76,32,25,70,76,83,83,Oklahoma St.,62,65,10,Right,76,26,61,88,88,72,84,15,19,43,43,18,66,68,51,33,38,16,6,WR,10,15,28,79,61,36,40,69,87,86,66,90,70,67,29,Raiders,15,15,20,25,16,15,82,60,220,0,30,1994-09-16,Oklahoma State,Chris Carson,71,2558865,Chris Carson,Marcell Ateman,RB,Chris Carson,Chris Carson,Marcell Ateman,222
1390," $ 250,000.00 "," $ 2,610,000.00 ",88,23,81,60,40,70,12,21,38,44,37,Youngstown St.,11,31,77,Right,75,76,79,88,91,40,79,16,37,10,19,39,15,68,45,45,45,60,6,LOLB,64,24,78,17,45,45,45,22,31,79,32,83,42,77,78,Giants,6,6,6,31,10,6,78,28,265,1,48,1994-09-16,Oklahoma State,Chris Carson,71,2558865,Chris Carson,Avery Moss,RB,Chris Carson,Chris Carson,Avery Moss,222
1391, $ -   ," $ 1,660,000.00 ",81,23,74,55,36,74,12,18,22,30,28,Arkansas St.,6,33,76,Right,76,80,79,85,98,37,77,23,16,10,19,45,7,63,45,45,45,55,6,ROLB,69,27,73,14,45,45,45,17,23,78,31,86,38,77,77,Packers,6,6,6,23,10,6,82,37,262,1,53,1994-09-16,Oklahoma State,Chris Carson,71,2558865,Chris Carson,Chris Odom,RB,Chris Carson,Chris Carson,Chris Odom,222
1392, $ -   ," $ 1,710,000.00 ",75,23,52,50,35,40,12,15,37,35,30,Oklahoma St.,6,25,39,Right,79,35,77,89,60,28,57,11,16,10,75,12,10,62,69,68,71,30,6,RT,35,10,35,21,72,70,73,20,25,62,25,84,44,80,37,Chargers,6,6,6,29,14,6,86,39,310,0,12,1994-09-16,Oklahoma State,Chris Carson,71,2558865,Chris Carson,Zachary Crabtree,RB,Chris Carson,Chris Carson,Zachary Crabtree,222
1393," $ 60,000.00 "," $ 2,419,000.00 ",89,23,82,78,84,26,19,78,88,63,58,Oklahoma St.,44,75,12,Right,72,36,46,85,32,76,92,20,21,62,48,14,52,75,53,30,35,18,12,HB,11,16,28,39,36,21,25,59,53,87,77,85,80,78,30,Seahawks,15,18,20,26,17,14,76,86,218,1,19,1994-09-16,Oklahoma State,Marcell Ateman,76,2560961,Marcell Ateman,Chris Carson,WR,Marcell Ateman,Marcell Ateman,Chris Carson,216
1394," $ 90,000.00 "," $ 2,508,037.00 ",88,23,81,60,76,32,25,70,76,83,83,Oklahoma St.,62,65,10,Right,76,26,61,88,88,72,84,15,19,43,43,18,66,68,51,33,38,16,6,WR,10,15,28,79,61,36,40,69,87,86,66,90,70,67,29,Raiders,15,15,20,25,16,15,82,60,220,0,30,1994-09-16,Oklahoma State,Marcell Ateman,76,2560961,Marcell Ateman,Marcell Ateman,WR,Marcell Ateman,Marcell Ateman,Marcell Ateman,216
1395," $ 250,000.00 "," $ 2,610,000.00 ",88,23,81,60,40,70,12,21,38,44,37,Youngstown St.,11,31,77,Right,75,76,79,88,91,40,79,16,37,10,19,39,15,68,45,45,45,60,6,LOLB,64,24,78,17,45,45,45,22,31,79,32,83,42,77,78,Giants,6,6,6,31,10,6,78,28,265,1,48,1994-09-16,Oklahoma State,Marcell Ateman,76,2560961,Marcell Ateman,Avery Moss,WR,Marcell Ateman,Marcell Ateman,Avery Moss,216
1396, $ -   ," $ 1,660,000.00 ",81,23,74,55,36,74,12,18,22,30,28,Arkansas St.,6,33,76,Right,76,80,79,85,98,37,77,23,16,10,19,45,7,63,45,45,45,55,6,ROLB,69,27,73,14,45,45,45,17,23,78,31,86,38,77,77,Packers,6,6,6,23,10,6,82,37,262,1,53,1994-09-16,Oklahoma State,Marcell Ateman,76,2560961,Marcell Ateman,Chris Odom,WR,Marcell Ateman,Marcell Ateman,Chris Odom,216
1397, $ -   ," $ 1,710,000.00 ",75,23,52,50,35,40,12,15,37,35,30,Oklahoma St.,6,25,39,Right,79,35,77,89,60,28,57,11,16,10,75,12,10,62,69,68,71,30,6,RT,35,10,35,21,72,70,73,20,25,62,25,84,44,80,37,Chargers,6,6,6,29,14,6,86,39,310,0,12,1994-09-16,Oklahoma State,Marcell Ateman,76,2560961,Marcell Ateman,Zachary Crabtree,WR,Marcell Ateman,Marcell Ateman,Zachary Crabtree,216
1398," $ 9,500,000.00 "," $ 44,000,000.00 ",92,29,93,93,76,56,22,66,67,78,70,Texas,15,77,45,Right,70,87,69,92,29,85,92,15,20,77,24,83,20,95,35,35,35,93,10,FS,55,80,76,20,35,35,35,30,77,90,75,97,25,65,79,Seahawks,6,6,10,30,28,10,82,40,202,8,94,1989-05-07,Texas,Earl Thomas,70,2508080,Earl Thomas III,Earl Thomas III,FS,Earl Thomas III,Earl Thomas III,Earl Thomas III,202
1399," $ 5,500,000.00 "," $ 8,000,000.00 ",87,27,88,76,74,48,15,50,67,77,65,Kansas,34,65,50,Right,73,62,61,89,30,77,83,24,28,65,16,71,39,76,35,35,35,76,6,FS,45,72,64,15,35,35,35,49,74,87,72,90,45,67,72,Seahawks,6,6,6,27,17,6,75,39,209,5,76,1990-11-15,Kansas,Bradley McDougald,73,2539243,Bradley McDougald,Bradley McDougald,SS,Bradley McDougald,Bradley McDougald,Bradley McDougald,215
1400, $ -   ," $ 3,050,000.00 ",82,27,71,77,38,72,12,18,46,44,10,W. Texas AM,2,24,81,Right,76,67,86,90,95,35,78,30,30,10,36,24,3,73,45,45,45,77,6,LE,67,35,80,20,45,45,45,10,15,76,45,77,52,82,72,Rams,6,6,6,35,17,6,72,54,283,4,29,1990-11-15,Kansas,Bradley McDougald,73,2539243,Bradley McDougald,Ethan Westbrooks,SS,Bradley McDougald,Bradley McDougald,Ethan Westbrooks,215
1401," $ 1,500,000.00 "," $ 3,500,000.00 ",83,27,56,70,15,25,12,5,29,45,25,Michigan,12,10,10,Right,78,15,73,94,78,10,66,21,20,10,48,12,20,63,70,68,71,10,6,LG,10,10,31,32,75,74,73,30,25,71,10,85,10,83,35,Chargers,6,6,6,17,10,6,61,15,301,4,12,1990-11-15,Kansas,Bradley McDougald,73,2539243,Bradley McDougald,Michael Schofield,SS,Bradley McDougald,Bradley McDougald,Michael Schofield,215
1402, $ -   ," $ 2,914,000.00 ",92,25,89,78,66,59,13,53,58,64,29,Tennessee,10,63,39,Right,71,39,45,89,28,75,92,18,19,73,15,75,14,76,35,30,35,78,6,CB,31,66,83,15,35,35,35,24,28,88,72,90,30,75,59,Seahawks,6,6,6,32,12,6,77,33,190,3,79,1993-03-27,Tennessee,Justin Coleman,71,2553637,Justin Coleman,Justin Coleman,CB,Justin Coleman,Justin Coleman,Justin Coleman,190
1403," $ 670,000.00 "," $ 3,072,000.00 ",88,23,86,64,68,60,17,47,74,78,75,Colorado,10,62,37,Right,73,84,57,86,33,72,85,30,15,50,12,69,12,70,35,35,35,64,15,SS,26,64,75,19,35,35,35,22,72,86,62,92,37,68,71,Seahawks,10,10,15,25,10,15,75,38,204,1,70,1995-01-20,Colorado,Tedric Thompson,72,2557881,Tedric Thompson,Tedric Thompson,FS,Tedric Thompson,Tedric Thompson,Tedric Thompson,204
1404,," $ 3,370,000.00 ",92,23,87,76,71,55,53,53,67,68,68,UCF,11,63,37,Right,73,67,58,92,26,80,91,12,14,45,18,81,14,80,35,35,35,76,6,CB,28,82,80,19,35,35,35,24,66,92,73,89,48,70,68,Seahawks,6,6,6,14,10,6,80,36,198,1,80,1995-07-20,Central Florida,Shaquill Griffin,72,2558259,Shaquill Griffin,Shaquill Griffin,CB,Shaquill Griffin,Shaquill Griffin,Shaquill Griffin,198
1405," $ 310,000.00 "," $ 2,732,627.00 ",91,23,84,51,51,71,18,34,60,54,34,UCF,15,40,80,Right,73,80,81,91,49,50,85,16,20,10,23,53,20,72,45,45,45,51,6,ROLB,59,53,85,20,45,45,45,25,30,91,42,86,29,75,76,Seahawks,6,6,6,17,17,6,95,38,227,0,61,1995-07-20,Central Florida,Shaquill Griffin,72,2558259,Shaquill Griffin,Shaquem Griffin,CB,Shaquill Griffin,Shaquill Griffin,Shaquem Griffin,198
1406,," $ 3,370,000.00 ",92,23,87,76,71,55,53,53,67,68,68,UCF,11,63,37,Right,73,67,58,92,26,80,91,12,14,45,18,81,14,80,35,35,35,76,6,CB,28,82,80,19,35,35,35,24,66,92,73,89,48,70,68,Seahawks,6,6,6,14,10,6,80,36,198,1,80,1995-07-20,Central Florida,Shaquem Griffin,72,2560999,Shaquem Griffin,Shaquill Griffin,LB,Shaquem Griffin,Shaquem Griffin,Shaquill Griffin,227
1407," $ 310,000.00 "," $ 2,732,627.00 ",91,23,84,51,51,71,18,34,60,54,34,UCF,15,40,80,Right,73,80,81,91,49,50,85,16,20,10,23,53,20,72,45,45,45,51,6,ROLB,59,53,85,20,45,45,45,25,30,91,42,86,29,75,76,Seahawks,6,6,6,17,17,6,95,38,227,0,61,1995-07-20,Central Florida,Shaquem Griffin,72,2560999,Shaquem Griffin,Shaquem Griffin,LB,Shaquem Griffin,Shaquem Griffin,Shaquem Griffin,227
1408," $ 5,900,000.00 "," $ 10,765,646.00 ",90,22,91,62,82,31,23,78,90,66,56,San Diego St.,42,81,10,Left,71,31,31,94,20,86,79,13,17,83,33,13,49,76,44,28,35,12,12,HB,10,18,38,53,31,22,28,55,50,90,73,91,80,71,34,Seahawks,18,21,26,38,17,24,89,70,220,0,15,1996-02-02,San Diego State,Rashaad Penny,71,2560835,Rashaad Penny,Rashaad Penny,RB,Rashaad Penny,Rashaad Penny,Rashaad Penny,220
1409," $ 5,900,000.00 "," $ 10,765,646.00 ",90,22,91,62,82,31,23,78,90,66,56,San Diego St.,42,81,10,Left,71,31,31,94,20,86,79,13,17,83,33,13,49,76,44,28,35,12,12,HB,10,18,38,53,31,22,28,55,50,90,73,91,80,71,34,Seahawks,18,21,26,38,17,24,89,70,220,0,15,1996-02-02,Utah State,Jalen Davis,70,2561316,Jalen Davis,Rashaad Penny,CB,Jalen Davis,Jalen Davis,Rashaad Penny,185
1410," $ 2,200,000.00 "," $ 4,600,000.00 ",87,27,84,75,48,68,12,45,55,53,35,LSU,5,60,78,Right,76,82,80,90,51,45,91,14,19,10,20,70,5,78,45,45,45,75,6,LOLB,70,56,81,25,45,45,45,15,47,86,70,95,49,69,83,Seahawks,6,6,6,25,12,6,72,55,240,5,77,1990-10-04,Louisiana State,Barkevious Mingo,77,2540140,Barkevious Mingo,Barkevious Mingo,OLB,Barkevious Mingo,Barkevious Mingo,Barkevious Mingo,235
1411, $ -   ," $ 705,000.00 ",82,27,64,59,69,25,82,45,58,35,10,San Jose St.,10,41,10,Right,73,12,30,92,9,62,72,25,25,10,20,15,10,67,15,15,25,15,66,QB,10,10,30,12,15,20,20,10,12,73,60,92,32,57,30,Dolphins,71,79,83,85,74,80,85,43,212,4,20,1990-10-04,Louisiana State,Barkevious Mingo,77,2540140,Barkevious Mingo,David Fales,OLB,Barkevious Mingo,Barkevious Mingo,David Fales,235
1412," $ 480,000.00 "," $ 2,400,000.00 ",88,25,69,88,20,84,12,15,42,32,10,Arkansas,10,25,66,Right,74,76,90,94,98,25,85,30,30,10,20,25,10,86,45,45,45,88,6,RE,88,25,84,12,45,45,45,10,15,77,25,79,52,87,83,Patriots,6,6,6,35,14,6,88,48,265,3,29,1993-08-16,USC,Tre Madden,6-0,2556603,Tre Madden,Trey Flowers,FB,Tre Madden,Tre Madden,Trey Flowers,235
1413," $ 1,350,000.00 "," $ 4,259,500.00 ",80,25,68,82,35,26,12,8,54,54,52,Oregon,24,15,10,Right,78,25,80,83,74,15,82,19,19,10,77,11,32,70,73,73,72,20,6,RT,15,10,21,45,72,67,73,42,45,72,25,87,29,85,24,Bengals,6,6,6,22,17,6,77,24,305,3,15,1993-08-16,USC,Tre Madden,6-0,2556603,Tre Madden,Jake Fisher,FB,Tre Madden,Tre Madden,Jake Fisher,235
1414, $ -   ," $ 1,020,000.00 ",87,25,80,65,71,40,12,61,75,57,60,USC,39,70,25,Right,72,45,62,77,38,68,80,14,15,45,83,25,47,70,70,45,49,16,10,FB,25,25,45,58,65,54,58,57,58,84,68,84,76,74,55,Seahawks,15,25,30,35,13,10,81,81,223,2,35,1993-08-16,USC,Tre Madden,6-0,2556603,Tre Madden,Tre Madden,FB,Tre Madden,Tre Madden,Tre Madden,235
1415," $ 480,000.00 "," $ 2,400,000.00 ",88,25,69,88,20,84,12,15,42,32,10,Arkansas,10,25,66,Right,74,76,90,94,98,25,85,30,30,10,20,25,10,86,45,45,45,88,6,RE,88,25,84,12,45,45,45,10,15,77,25,79,52,87,83,Patriots,6,6,6,35,14,6,88,48,265,3,29,1993-08-16,Arkansas,Trey Flowers,74,2552278,Trey Flowers,Trey Flowers,DE,Trey Flowers,Trey Flowers,Trey Flowers,265
1416," $ 1,350,000.00 "," $ 4,259,500.00 ",80,25,68,82,35,26,12,8,54,54,52,Oregon,24,15,10,Right,78,25,80,83,74,15,82,19,19,10,77,11,32,70,73,73,72,20,6,RT,15,10,21,45,72,67,73,42,45,72,25,87,29,85,24,Bengals,6,6,6,22,17,6,77,24,305,3,15,1993-08-16,Arkansas,Trey Flowers,74,2552278,Trey Flowers,Jake Fisher,DE,Trey Flowers,Trey Flowers,Jake Fisher,265
1417, $ -   ," $ 1,020,000.00 ",87,25,80,65,71,40,12,61,75,57,60,USC,39,70,25,Right,72,45,62,77,38,68,80,14,15,45,83,25,47,70,70,45,49,16,10,FB,25,25,45,58,65,54,58,57,58,84,68,84,76,74,55,Seahawks,15,25,30,35,13,10,81,81,223,2,35,1993-08-16,Arkansas,Trey Flowers,74,2552278,Trey Flowers,Tre Madden,DE,Trey Flowers,Trey Flowers,Tre Madden,265
1418, $ -   ," $ 555,000.00 ",89,23,84,52,77,33,22,72,72,81,79,East Central Univ.,63,69,10,Right,72,28,53,91,83,75,87,25,33,60,33,18,62,65,46,29,30,25,15,WR,10,33,35,73,45,20,27,61,83,91,61,88,72,75,32,Seahawks,15,25,29,35,19,22,84,55,215,1,25,1995-01-15,East Central,David Moore,72,2558856,David Moore,David Moore,WR,David Moore,David Moore,David Moore,215
1419, $ -   ," $ 1,050,000.00 ",87,23,78,52,42,74,12,18,58,65,51,Arkansas,5,33,53,Right,74,77,75,94,57,37,77,14,22,10,15,63,8,64,45,45,45,52,6,MLB,63,44,78,16,45,45,45,18,44,81,18,89,36,75,82,Jaguars,6,6,6,18,10,6,89,38,245,1,69,1995-01-15,East Central,David Moore,72,2558856,David Moore,Brooks Ellis,WR,David Moore,David Moore,Brooks Ellis,215
1420," $ 690,000.00 "," $ 3,110,000.00 ",90,24,86,66,81,26,19,77,75,72,71,Notre Dame,58,76,12,Right,73,21,32,79,22,82,86,20,19,52,34,14,66,71,57,35,40,20,18,HB,11,16,38,62,40,15,16,73,68,90,77,89,75,69,31,Seahawks,18,20,29,21,11,28,86,80,220,2,19,1994-05-20,Notre Dame,C.J. Prosise,73,2555417,CJ Prosise,CJ Prosise,RB,C.J. Prosise,C.J. Prosise,C.J. Prosise,225
1421," $ 350,000.00 "," $ 893,000.00 ",92,25,86,76,81,10,18,73,87,70,62,South Carolina,36,67,10,Right,69,17,40,77,27,77,84,20,21,40,42,10,44,73,51,29,33,11,10,HB,9,15,30,56,45,37,34,51,50,89,85,80,77,69,29,Seahawks,15,25,30,25,14,10,80,81,217,3,15,1993-02-19,South Carolina,Mike Davis,69,2553439,Mike Davis,Mike Davis,RB,Mike Davis,Mike Davis,Mike Davis,221
1422, $ -   ," $ 1,907,000.00 ",89,29,86,80,78,39,22,69,75,82,78,Louisville,77,67,25,Right,72,28,47,92,15,76,88,22,30,72,27,61,78,73,45,27,29,35,10,WR,10,48,49,72,51,29,33,79,83,89,74,86,58,63,39,Bears,10,10,10,40,20,10,76,49,211,6,63,1989-05-18,Louisville,Josh Bellamy,72,2535964,Josh Bellamy,Josh Bellamy,WR,Josh Bellamy,Josh Bellamy,Josh Bellamy,208
1423," $ 21,850,000.00 "," $ 32,683,750.00 ",86,23,84,64,86,28,86,70,67,59,23,Oklahoma,13,82,10,Right,73,24,32,91,6,81,72,16,20,10,22,10,17,81,16,10,12,15,85,QB,10,10,33,15,25,10,15,22,55,81,48,94,60,70,32,Browns,80,83,88,95,87,88,96,67,218,0,12,1995-04-14,Oklahoma,Baker Mayfield,73,2560800,Baker Mayfield,Baker Mayfield,QB,Baker Mayfield,Baker Mayfield,Baker Mayfield,215
1424," $ 1,450,000.00 "," $ 4,636,694.00 ",89,21,85,62,71,39,17,61,73,75,66,Colorado,42,71,31,Right,73,46,43,91,20,77,95,13,19,77,18,80,48,73,35,35,35,62,6,CB,22,79,66,49,35,35,35,54,71,89,69,93,25,59,55,Falcons,6,6,6,40,16,6,85,23,201,0,74,1996-09-30,Colorado,Isaiah Oliver,72,2560830,Isaiah Oliver,Isaiah Oliver,CB,Isaiah Oliver,Isaiah Oliver,Isaiah Oliver,210
1425," $ 110,000.00 "," $ 2,533,411.00 ",92,21,87,54,77,25,16,71,72,79,76,Notre Dame,74,72,10,Right,77,15,50,88,19,70,83,13,19,43,35,22,71,67,39,29,30,18,15,WR,10,19,23,69,47,22,28,77,83,90,61,90,63,65,27,Packers,10,10,15,26,18,15,93,50,214,0,21,1996-09-30,Colorado,Isaiah Oliver,72,2560830,Isaiah Oliver,Equanimeous St Brown,CB,Isaiah Oliver,Isaiah Oliver,Equanimeous St. Brown,210
1426," $ 1,450,000.00 "," $ 4,636,694.00 ",89,21,85,62,71,39,17,61,73,75,66,Colorado,42,71,31,Right,73,46,43,91,20,77,95,13,19,77,18,80,48,73,35,35,35,62,6,CB,22,79,66,49,35,35,35,54,71,89,69,93,25,59,55,Falcons,6,6,6,40,16,6,85,23,201,0,74,1996-09-30,Notre Dame,Equanimeous St. Brown,77,2560883,Equanimeous St Brown,Isaiah Oliver,WR,Equanimeous St. Brown,Equanimeous St. Brown,Isaiah Oliver,214
1427," $ 110,000.00 "," $ 2,533,411.00 ",92,21,87,54,77,25,16,71,72,79,76,Notre Dame,74,72,10,Right,77,15,50,88,19,70,83,13,19,43,35,22,71,67,39,29,30,18,15,WR,10,19,23,69,47,22,28,77,83,90,61,90,63,65,27,Packers,10,10,15,26,18,15,93,50,214,0,21,1996-09-30,Notre Dame,Equanimeous St. Brown,77,2560883,Equanimeous St Brown,Equanimeous St Brown,WR,Equanimeous St. Brown,Equanimeous St. Brown,Equanimeous St. Brown,214
1428," $ 3,500,000.00 "," $ 6,000,000.00 ",93,25,91,84,84,40,22,79,67,89,84,Illinois St.,85,76,10,Right,75,15,49,87,81,81,90,18,18,20,29,19,86,83,45,25,30,30,6,WR,10,15,30,80,53,30,36,87,86,89,76,88,65,67,35,Saints,6,10,15,29,15,10,85,58,207,3,22,1992-09-21,Illinois State,Cameron Meredith,6-3,2553568,Cameron Meredith,Cameron Meredith,WR,Cameron Meredith,Cameron Meredith,Cameron Meredith,207
1429," $ 60,000.00 "," $ 2,423,000.00 ",78,25,64,70,17,75,12,10,27,33,17,Toledo,3,11,69,Right,75,75,85,90,90,16,59,21,26,15,15,17,7,71,45,45,45,70,6,DT,78,10,78,12,45,45,45,14,12,69,12,74,27,85,75,Raiders,6,6,6,29,10,6,87,34,300,1,26,1992-09-21,Illinois State,Cameron Meredith,6-3,2553568,Cameron Meredith,Treyvon Hester,WR,Cameron Meredith,Cameron Meredith,Treyvon Hester,207
1430," $ 3,500,000.00 "," $ 6,000,000.00 ",93,25,91,84,84,40,22,79,67,89,84,Illinois St.,85,76,10,Right,75,15,49,87,81,81,90,18,18,20,29,19,86,83,45,25,30,30,6,WR,10,15,30,80,53,30,36,87,86,89,76,88,65,67,35,Saints,6,10,15,29,15,10,85,58,207,3,22,1992-09-21,Illinois,Matt LaCosse,78,2553667,Matt LaCosse,Cameron Meredith,TE,Matt LaCosse,Matt LaCosse,Cameron Meredith,255
1431," $ 60,000.00 "," $ 2,423,000.00 ",78,25,64,70,17,75,12,10,27,33,17,Toledo,3,11,69,Right,75,75,85,90,90,16,59,21,26,15,15,17,7,71,45,45,45,70,6,DT,78,10,78,12,45,45,45,14,12,69,12,74,27,85,75,Raiders,6,6,6,29,10,6,87,34,300,1,26,1992-09-21,Illinois,Matt LaCosse,78,2553667,Matt LaCosse,Treyvon Hester,TE,Matt LaCosse,Matt LaCosse,Treyvon Hester,255
1432, $ -   ," $ 1,660,000.00 ",86,28,83,53,70,54,62,72,67,62,60,BYU,32,64,53,Right,74,63,61,81,7,80,91,20,25,25,26,53,42,60,38,32,35,15,68,QB,44,51,68,53,47,29,38,52,54,87,76,89,58,62,57,Saints,70,68,74,88,65,76,85,62,221,1,59,1990-08-23,Brigham Young,Taysom Hill,74,2558954,Taysom Hill,Taysom Hill,QB,Taysom Hill,Taysom Hill,Taysom Hill,221
1433," $ 150,000.00 "," $ 2,571,198.00 ",92,22,82,59,68,58,16,70,73,75,73,LSU,63,75,10,Right,72,49,52,89,83,75,92,12,16,33,29,10,60,60,30,20,25,16,12,WR,10,10,66,58,48,31,37,65,77,89,61,92,43,54,58,Falcons,11,19,24,39,20,18,90,51,186,0,15,1996-01-22,Louisiana State,Russell Gage,72,2561061,Russell Gage,Russell Gage,WR,Russell Gage,Russell Gage,Russell Gage,184
